img_1,img_2,label,dir
c_1_13.jpg,c_1_14.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-83-annotation-75-by-1-tag-deforest-0.png,10002_2
c_2_13.jpg,c_2_14.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-83-annotation-75-by-1-tag-deforest-0.png,10002_2
c_0_14.jpg,c_0_15.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-84-annotation-76-by-1-tag-deforest-0.png,10002_2
c_1_14.jpg,c_1_15.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-84-annotation-76-by-1-tag-deforest-0.png,10002_2
c_2_14.jpg,c_2_15.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-84-annotation-76-by-1-tag-deforest-0.png,10002_2
c_0_15.jpg,c_0_17.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-85-annotation-77-by-1-tag-deforest-0.png,10002_2
c_1_15.jpg,c_1_17.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-85-annotation-77-by-1-tag-deforest-0.png,10002_2
c_2_15.jpg,c_2_17.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-85-annotation-77-by-1-tag-deforest-0.png,10002_2
c_0_17.jpg,c_0_19.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-86-annotation-78-by-1-tag-deforest-0.png,10002_2
c_1_17.jpg,c_1_19.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-86-annotation-78-by-1-tag-deforest-0.png,10002_2
c_2_17.jpg,c_2_19.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-86-annotation-78-by-1-tag-deforest-0.png,10002_2
c_0_19.jpg,c_0_21.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-87-annotation-79-by-1-tag-deforest-0.png,10002_2
c_1_19.jpg,c_1_21.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-87-annotation-79-by-1-tag-deforest-0.png,10002_2
c_2_19.jpg,c_2_21.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-87-annotation-79-by-1-tag-deforest-0.png,10002_2
c_0_21.jpg,c_0_22.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-88-annotation-80-by-1-tag-deforest-0.png,10002_2
c_1_21.jpg,c_1_22.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-88-annotation-80-by-1-tag-deforest-0.png,10002_2
c_2_21.jpg,c_2_22.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-88-annotation-80-by-1-tag-deforest-0.png,10002_2
c_0_22.jpg,c_0_23.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-89-annotation-81-by-1-tag-deforest-0.png,10002_2
c_1_22.jpg,c_1_23.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-89-annotation-81-by-1-tag-deforest-0.png,10002_2
c_2_22.jpg,c_2_23.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-89-annotation-81-by-1-tag-deforest-0.png,10002_2
c_0_23.jpg,c_0_24.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-90-annotation-82-by-1-tag-deforest-0.png,10002_2
c_1_23.jpg,c_1_24.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-90-annotation-82-by-1-tag-deforest-0.png,10002_2
c_2_23.jpg,c_2_24.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-90-annotation-82-by-1-tag-deforest-0.png,10002_2
c_0_24.jpg,c_0_25.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-91-annotation-83-by-1-tag-deforest-0.png,10002_2
c_1_24.jpg,c_1_25.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-91-annotation-83-by-1-tag-deforest-0.png,10002_2
c_2_24.jpg,c_2_25.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-91-annotation-83-by-1-tag-deforest-0.png,10002_2
c_0_25.jpg,c_0_27.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-93-annotation-85-by-1-tag-deforest-0.png,10002_2
c_1_25.jpg,c_1_27.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-93-annotation-85-by-1-tag-deforest-0.png,10002_2
c_2_25.jpg,c_2_27.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-93-annotation-85-by-1-tag-deforest-0.png,10002_2
c_0_0.jpg,c_0_1.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-119-annotation-86-by-1-tag-deforest-0.png,10004_0
c_1_0.jpg,c_1_1.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-119-annotation-86-by-1-tag-deforest-0.png,10004_0
c_2_0.jpg,c_2_1.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-119-annotation-86-by-1-tag-deforest-0.png,10004_0
c_0_1.jpg,c_0_3.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-121-annotation-87-by-1-tag-deforest-0.png,10004_0
c_1_1.jpg,c_1_3.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-121-annotation-87-by-1-tag-deforest-0.png,10004_0
c_2_1.jpg,c_2_3.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-121-annotation-87-by-1-tag-deforest-0.png,10004_0
c_0_3.jpg,c_0_4.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-122-annotation-88-by-1-tag-deforest-0.png,10004_0
c_1_3.jpg,c_1_4.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-122-annotation-88-by-1-tag-deforest-0.png,10004_0
c_2_3.jpg,c_2_4.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-122-annotation-88-by-1-tag-deforest-0.png,10004_0
c_0_4.jpg,c_0_5.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-123-annotation-89-by-1-tag-deforest-0.png,10004_0
c_1_4.jpg,c_1_5.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-123-annotation-89-by-1-tag-deforest-0.png,10004_0
c_2_4.jpg,c_2_5.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-123-annotation-89-by-1-tag-deforest-0.png,10004_0
c_0_5.jpg,c_0_6.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-124-annotation-90-by-1-tag-deforest-0.png,10004_0
c_1_5.jpg,c_1_6.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-124-annotation-90-by-1-tag-deforest-0.png,10004_0
c_2_5.jpg,c_2_6.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-124-annotation-90-by-1-tag-deforest-0.png,10004_0
c_0_6.jpg,c_0_7.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-125-annotation-91-by-1-tag-deforest-0.png,10004_0
c_1_6.jpg,c_1_7.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-125-annotation-91-by-1-tag-deforest-0.png,10004_0
c_2_6.jpg,c_2_7.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-125-annotation-91-by-1-tag-deforest-0.png,10004_0
c_0_7.jpg,c_0_8.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-126-annotation-92-by-1-tag-deforest-0.png,10004_0
c_1_7.jpg,c_1_8.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-126-annotation-92-by-1-tag-deforest-0.png,10004_0
c_2_7.jpg,c_2_8.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-126-annotation-92-by-1-tag-deforest-0.png,10004_0
c_0_8.jpg,c_0_9.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-127-annotation-93-by-1-tag-deforest-0.png,10004_0
c_1_8.jpg,c_1_9.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-127-annotation-93-by-1-tag-deforest-0.png,10004_0
c_2_8.jpg,c_2_9.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-127-annotation-93-by-1-tag-deforest-0.png,10004_0
c_0_9.jpg,c_0_10.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-128-annotation-94-by-1-tag-deforest-0.png,10004_0
c_1_9.jpg,c_1_10.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-128-annotation-94-by-1-tag-deforest-0.png,10004_0
c_2_9.jpg,c_2_10.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-128-annotation-94-by-1-tag-deforest-0.png,10004_0
c_0_10.jpg,c_0_11.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-129-annotation-95-by-1-tag-deforest-0.png,10004_0
c_1_10.jpg,c_1_11.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-129-annotation-95-by-1-tag-deforest-0.png,10004_0
c_2_10.jpg,c_2_11.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-129-annotation-95-by-1-tag-deforest-0.png,10004_0
c_0_11.jpg,c_0_12.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-130-annotation-96-by-1-tag-deforest-0.png,10004_0
c_1_11.jpg,c_1_12.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-130-annotation-96-by-1-tag-deforest-0.png,10004_0
c_2_11.jpg,c_2_12.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-130-annotation-96-by-1-tag-deforest-0.png,10004_0
c_0_12.jpg,c_0_13.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-131-annotation-97-by-1-tag-deforest-0.png,10004_0
c_1_12.jpg,c_1_13.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-131-annotation-97-by-1-tag-deforest-0.png,10004_0
c_2_12.jpg,c_2_13.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-131-annotation-97-by-1-tag-deforest-0.png,10004_0
c_0_13.jpg,c_0_14.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-132-annotation-98-by-1-tag-deforest-0.png,10004_0
c_1_13.jpg,c_1_14.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-132-annotation-98-by-1-tag-deforest-0.png,10004_0
c_2_13.jpg,c_2_14.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-132-annotation-98-by-1-tag-deforest-0.png,10004_0
c_0_14.jpg,c_0_15.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-133-annotation-99-by-1-tag-deforest-0.png,10004_0
c_1_14.jpg,c_1_15.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-133-annotation-99-by-1-tag-deforest-0.png,10004_0
c_2_14.jpg,c_2_15.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-133-annotation-99-by-1-tag-deforest-0.png,10004_0
c_0_15.jpg,c_0_16.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-134-annotation-100-by-1-tag-deforest-0.png,10004_0
c_1_15.jpg,c_1_16.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-134-annotation-100-by-1-tag-deforest-0.png,10004_0
c_2_15.jpg,c_2_16.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-134-annotation-100-by-1-tag-deforest-0.png,10004_0
c_0_16.jpg,c_0_17.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-135-annotation-101-by-1-tag-deforest-0.png,10004_0
c_1_16.jpg,c_1_17.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-135-annotation-101-by-1-tag-deforest-0.png,10004_0
c_2_16.jpg,c_2_17.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-135-annotation-101-by-1-tag-deforest-0.png,10004_0
c_0_17.jpg,c_0_18.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-136-annotation-102-by-1-tag-deforest-0.png,10004_0
c_1_17.jpg,c_1_18.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-136-annotation-102-by-1-tag-deforest-0.png,10004_0
c_2_17.jpg,c_2_18.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-136-annotation-102-by-1-tag-deforest-0.png,10004_0
c_0_18.jpg,c_0_19.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-137-annotation-103-by-1-tag-deforest-0.png,10004_0
c_1_18.jpg,c_1_19.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-137-annotation-103-by-1-tag-deforest-0.png,10004_0
c_2_18.jpg,c_2_19.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-137-annotation-103-by-1-tag-deforest-0.png,10004_0
c_0_19.jpg,c_0_23.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-141-annotation-104-by-1-tag-deforest-0.png,10004_0
c_1_19.jpg,c_1_23.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-141-annotation-104-by-1-tag-deforest-0.png,10004_0
c_2_19.jpg,c_2_23.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-141-annotation-104-by-1-tag-deforest-0.png,10004_0
c_0_23.jpg,c_0_24.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-142-annotation-105-by-1-tag-deforest-0.png,10004_0
c_1_23.jpg,c_1_24.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-142-annotation-105-by-1-tag-deforest-0.png,10004_0
c_2_23.jpg,c_2_24.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-142-annotation-105-by-1-tag-deforest-0.png,10004_0
c_0_24.jpg,c_0_25.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-143-annotation-106-by-1-tag-deforest-0.png,10004_0
c_1_24.jpg,c_1_25.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-143-annotation-106-by-1-tag-deforest-0.png,10004_0
c_2_24.jpg,c_2_25.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-143-annotation-106-by-1-tag-deforest-0.png,10004_0
c_0_25.jpg,c_0_26.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-144-annotation-107-by-1-tag-deforest-0.png,10004_0
c_1_25.jpg,c_1_26.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-144-annotation-107-by-1-tag-deforest-0.png,10004_0
c_2_25.jpg,c_2_26.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-144-annotation-107-by-1-tag-deforest-0.png,10004_0
c_0_26.jpg,c_0_27.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-145-annotation-108-by-1-tag-deforest-0.png,10004_0
c_1_26.jpg,c_1_27.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-145-annotation-108-by-1-tag-deforest-0.png,10004_0
c_2_26.jpg,c_2_27.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-145-annotation-108-by-1-tag-deforest-0.png,10004_0
c_0_27.jpg,c_0_30.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-148-annotation-109-by-1-tag-deforest-0.png,10004_0
c_1_27.jpg,c_1_30.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-148-annotation-109-by-1-tag-deforest-0.png,10004_0
c_2_27.jpg,c_2_30.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-148-annotation-109-by-1-tag-deforest-0.png,10004_0
c_0_30.jpg,c_0_33.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_0_task-151-annotation-110-by-1-tag-deforest-0.png,10004_0
c_1_30.jpg,c_1_33.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_1_task-151-annotation-110-by-1-tag-deforest-0.png,10004_0
c_2_30.jpg,c_2_33.jpg,10004_0\project-9-at-2023-11-11-17-22-99f8dc1a\c_2_task-151-annotation-110-by-1-tag-deforest-0.png,10004_0
c_0_0.jpg,c_0_1.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-152-annotation-111-by-1-tag-deforest-0.png,10005_1
c_1_0.jpg,c_1_1.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-152-annotation-111-by-1-tag-deforest-0.png,10005_1
c_2_0.jpg,c_2_1.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-152-annotation-111-by-1-tag-deforest-0.png,10005_1
c_0_1.jpg,c_0_2.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-153-annotation-112-by-1-tag-deforest-0.png,10005_1
c_1_1.jpg,c_1_2.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-153-annotation-112-by-1-tag-deforest-0.png,10005_1
c_2_1.jpg,c_2_2.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-153-annotation-112-by-1-tag-deforest-0.png,10005_1
c_0_2.jpg,c_0_3.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-154-annotation-113-by-1-tag-deforest-0.png,10005_1
c_1_2.jpg,c_1_3.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-154-annotation-113-by-1-tag-deforest-0.png,10005_1
c_2_2.jpg,c_2_3.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-154-annotation-113-by-1-tag-deforest-0.png,10005_1
c_0_3.jpg,c_0_4.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-155-annotation-114-by-1-tag-deforest-0.png,10005_1
c_1_3.jpg,c_1_4.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-155-annotation-114-by-1-tag-deforest-0.png,10005_1
c_2_3.jpg,c_2_4.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-155-annotation-114-by-1-tag-deforest-0.png,10005_1
c_0_4.jpg,c_0_9.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-160-annotation-115-by-1-tag-deforest-0.png,10005_1
c_1_4.jpg,c_1_9.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-160-annotation-115-by-1-tag-deforest-0.png,10005_1
c_2_4.jpg,c_2_9.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-160-annotation-115-by-1-tag-deforest-0.png,10005_1
c_0_9.jpg,c_0_13.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-164-annotation-116-by-1-tag-deforest-0.png,10005_1
c_1_9.jpg,c_1_13.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-164-annotation-116-by-1-tag-deforest-0.png,10005_1
c_2_9.jpg,c_2_13.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-164-annotation-116-by-1-tag-deforest-0.png,10005_1
c_0_13.jpg,c_0_14.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-165-annotation-117-by-1-tag-deforest-0.png,10005_1
c_1_13.jpg,c_1_14.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-165-annotation-117-by-1-tag-deforest-0.png,10005_1
c_2_13.jpg,c_2_14.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-165-annotation-117-by-1-tag-deforest-0.png,10005_1
c_0_14.jpg,c_0_15.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-166-annotation-118-by-1-tag-deforest-0.png,10005_1
c_1_14.jpg,c_1_15.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-166-annotation-118-by-1-tag-deforest-0.png,10005_1
c_2_14.jpg,c_2_15.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-166-annotation-118-by-1-tag-deforest-0.png,10005_1
c_0_15.jpg,c_0_16.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-167-annotation-119-by-1-tag-deforest-0.png,10005_1
c_1_15.jpg,c_1_16.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-167-annotation-119-by-1-tag-deforest-0.png,10005_1
c_2_15.jpg,c_2_16.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-167-annotation-119-by-1-tag-deforest-0.png,10005_1
c_0_16.jpg,c_0_17.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-168-annotation-120-by-1-tag-deforest-0.png,10005_1
c_1_16.jpg,c_1_17.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-168-annotation-120-by-1-tag-deforest-0.png,10005_1
c_2_16.jpg,c_2_17.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-168-annotation-120-by-1-tag-deforest-0.png,10005_1
c_0_17.jpg,c_0_18.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-169-annotation-121-by-1-tag-deforest-0.png,10005_1
c_1_17.jpg,c_1_18.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-169-annotation-121-by-1-tag-deforest-0.png,10005_1
c_2_17.jpg,c_2_18.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-169-annotation-121-by-1-tag-deforest-0.png,10005_1
c_0_18.jpg,c_0_19.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-171-annotation-123-by-1-tag-deforest-0.png,10005_1
c_1_18.jpg,c_1_19.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-171-annotation-123-by-1-tag-deforest-0.png,10005_1
c_2_18.jpg,c_2_19.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-171-annotation-123-by-1-tag-deforest-0.png,10005_1
c_0_19.jpg,c_0_20.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-172-annotation-124-by-1-tag-deforest-0.png,10005_1
c_1_19.jpg,c_1_20.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-172-annotation-124-by-1-tag-deforest-0.png,10005_1
c_2_19.jpg,c_2_20.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-172-annotation-124-by-1-tag-deforest-0.png,10005_1
c_0_20.jpg,c_0_21.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-173-annotation-125-by-1-tag-deforest-0.png,10005_1
c_1_20.jpg,c_1_21.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-173-annotation-125-by-1-tag-deforest-0.png,10005_1
c_2_20.jpg,c_2_21.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-173-annotation-125-by-1-tag-deforest-0.png,10005_1
c_0_21.jpg,c_0_22.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-174-annotation-126-by-1-tag-deforest-0.png,10005_1
c_1_21.jpg,c_1_22.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-174-annotation-126-by-1-tag-deforest-0.png,10005_1
c_2_21.jpg,c_2_22.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-174-annotation-126-by-1-tag-deforest-0.png,10005_1
c_0_22.jpg,c_0_23.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-174-annotation-126-by-1-tag-deforest-1.png,10005_1
c_1_22.jpg,c_1_23.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-174-annotation-126-by-1-tag-deforest-1.png,10005_1
c_2_22.jpg,c_2_23.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-174-annotation-126-by-1-tag-deforest-1.png,10005_1
c_0_23.jpg,c_0_24.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-175-annotation-127-by-1-tag-deforest-0.png,10005_1
c_1_23.jpg,c_1_24.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-175-annotation-127-by-1-tag-deforest-0.png,10005_1
c_2_23.jpg,c_2_24.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-175-annotation-127-by-1-tag-deforest-0.png,10005_1
c_0_24.jpg,c_0_25.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_0_task-176-annotation-128-by-1-tag-deforest-0.png,10005_1
c_1_24.jpg,c_1_25.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_1_task-176-annotation-128-by-1-tag-deforest-0.png,10005_1
c_2_24.jpg,c_2_25.jpg,10005_1\project-10-at-2023-11-11-20-30-ad95c418\c_2_task-176-annotation-128-by-1-tag-deforest-0.png,10005_1
c_0_0.jpg,c_0_1.jpg,10005_2\project-11-at-2023-11-11-21-17-6e5fb063\c_0_task-177-annotation-129-by-1-tag-deforest-0.png,10005_2
c_1_0.jpg,c_1_1.jpg,10005_2\project-11-at-2023-11-11-21-17-6e5fb063\c_1_task-177-annotation-129-by-1-tag-deforest-0.png,10005_2
c_2_0.jpg,c_2_1.jpg,10005_2\project-11-at-2023-11-11-21-17-6e5fb063\c_2_task-177-annotation-129-by-1-tag-deforest-0.png,10005_2
c_0_1.jpg,c_0_2.jpg,10005_2\project-11-at-2023-11-11-21-17-6e5fb063\c_0_task-178-annotation-130-by-1-tag-deforest-0.png,10005_2
c_1_1.jpg,c_1_2.jpg,10005_2\project-11-at-2023-11-11-21-17-6e5fb063\c_1_task-178-annotation-130-by-1-tag-deforest-0.png,10005_2
c_2_1.jpg,c_2_2.jpg,10005_2\project-11-at-2023-11-11-21-17-6e5fb063\c_2_task-178-annotation-130-by-1-tag-deforest-0.png,10005_2
c_0_2.jpg,c_0_3.jpg,10005_2\project-11-at-2023-11-11-21-17-6e5fb063\c_0_task-179-annotation-131-by-1-tag-deforest-0.png,10005_2
c_1_2.jpg,c_1_3.jpg,10005_2\project-11-at-2023-11-11-21-17-6e5fb063\c_1_task-179-annotation-131-by-1-tag-deforest-0.png,10005_2
c_2_2.jpg,c_2_3.jpg,10005_2\project-11-at-2023-11-11-21-17-6e5fb063\c_2_task-179-annotation-131-by-1-tag-deforest-0.png,10005_2
c_0_3.jpg,c_0_4.jpg,10005_2\project-11-at-2023-11-11-21-17-6e5fb063\c_0_task-180-annotation-132-by-1-tag-deforest-0.png,10005_2
